obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w,X
488,33,Paweenawat & Vechbanyongratana (2015),7.990294886580429,0.1997573721645107,40,7.790537514415918,8.19005225874494,0.18815249919273908,0.0047038124798184765,212.59350883787585,0,1,0,0,1,0,0,43611,14,43596,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
489,33,Paweenawat & Vechbanyongratana (2015),14.89125293076059,0.2846857177939524,52.30769230769231,14.606567212966638,15.175938648554542,0.24301025035175566,0.004645784197901211,215.24891329471612,0,1,0,0,1,0,0,43611,14,43596,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
490,33,Paweenawat & Vechbanyongratana (2015),8.188261427567213,0.1327826177443332,61.66666666666666,8.05547880982288,8.321044045311545,0.2832510206520972,0.004593259794358332,217.7103070085975,0,1,0,0,1,0,0,43611,15,43595,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
491,33,Paweenawat & Vechbanyongratana (2015),14.89125293076057,0.1942337338794857,76.66666666666667,14.697019196881085,15.085486664640056,0.34468583278159914,0.004495902166716511,222.42476880459552,0,1,0,0,1,0,0,43611,15,43595,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
492,33,Paweenawat & Vechbanyongratana (2015),7.990294886580429,0.1331715814430071,60,7.857123305137422,8.123466468023436,0.2761899403727695,0.004603165672879491,217.2418007658747,0,1,0,0,1,0,0,43611,16,43594,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
493,33,Paweenawat & Vechbanyongratana (2015),14.89125293076059,0.1970901123188901,75.55555555555557,14.6941628184417,15.08834304307948,0.3402759906845614,0.0045036528178839,222.0419824612198,0,1,0,0,1,0,0,43611,16,43594,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
494,33,Paweenawat & Vechbanyongratana (2015),7.990294886580429,0.1331715814430071,60,7.857123305137422,8.123466468023436,0.27619286653212893,0.004603214442202149,217.239499170846,0,1,0,0,1,0,0,43611,17,43593,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
495,33,Paweenawat & Vechbanyongratana (2015),14.45523142259597,0.1941747504527817,74.44444444444446,14.261056672143189,14.649406173048751,0.3358434806036106,0.004511330336466411,221.6641046914046,0,1,0,0,1,0,0,43611,17,43593,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
496,33,Paweenawat & Vechbanyongratana (2015),8.58096574700189,0.3080346678410935,27.85714285714286,8.272931079160797,8.889000414842984,0.13839588612814366,0.004968057450753875,201.28591706367155,0,1,0,0,1,0,0,39756,15,39740,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
497,33,Paweenawat & Vechbanyongratana (2015),14.45523142259597,0.351055620263045,41.17647058823529,14.104175802332925,14.806287042859015,0.20228459842864593,0.004912625961838544,203.55712154111387,0,1,0,0,1,0,0,39756,15,39740,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
498,33,Paweenawat & Vechbanyongratana (2015),7.59106330355801,1.160986152308872,6.538461538461539,6.430077151249138,8.752049455866882,0.10494498983487337,0.016050410210039456,62.30370357603102,0,1,0,0,1,0,0,3855,15,3839,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
499,33,Paweenawat & Vechbanyongratana (2015),15.75836902790226,0.8806147397945382,17.89473684210526,14.877754288107722,16.6389837676968,0.277472077484269,0.015505792565297388,64.4920274657899,0,1,0,0,1,0,0,3855,15,3839,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0.42900000000000005,0.57099999999999995,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
500,33,Paweenawat & Vechbanyongratana (2015),7.990294886580429,0.1997573721645107,40,7.790537514415918,8.19005225874494,0.28075187769348076,0.00701879694233702,142.47455913249917,0,1,0,0,1,0,0,18716,16,18699,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,1,0,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
501,33,Paweenawat & Vechbanyongratana (2015),14.89125293076059,0.2846857177939524,52.30769230769231,14.606567212966638,15.175938648554542,0.3572751887846162,0.006830260962058841,146.40729037365662,0,1,0,0,1,0,0,18716,16,18699,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,1,0,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
502,33,Paweenawat & Vechbanyongratana (2015),8.188261427567213,0.1770434903257776,46.25,8.011217937241435,8.36530491789299,0.281364021357642,0.0060835464077327985,164.37780415859072,0,1,0,0,1,0,0,24898,16,24881,16,16,15.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0,1,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
503,33,Paweenawat & Vechbanyongratana (2015),14.89125293076057,0.2589783118393142,57.49999999999999,14.632274618921256,15.150231242599885,0.3424849493634612,0.005956259988929761,167.89058937296036,0,1,0,0,1,0,0,24898,16,24881,16,18,13.829,0,1,0,0,1,0,1,0,0,0,1,2008,0,0,0.20100000000000001,0.79900000000000004,NA,NA,0,1,0.61499999999999999,0.38500000000000001,0,1,0.47399999999999998,0.52600000000000002,Thailand,0,1,0,0,0,0,0,0,1,0,2572,214,0.462,37.829,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1.232,2,1,0,36,NA,NA,NA,NA,NA,X
504,34,Vasudeva Dutta (2006),8.07,0.36,22.416666666666668,7.71,8.43,0.13448371164683043,0.0059992733820147404,166.68685294420925,1,0,0,0,1,0,0,27356,73,27282,24,5,23.878999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.28200000000000003,0.1472,0.43049999999999999,0.14030000000000001,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
505,34,Vasudeva Dutta (2006),5.1,0.47,10.851063829787234,4.63,5.569999999999999,0.06674482688768094,0.0061509938504333405,162.5753535633188,1,0,0,0,1,0,0,26387,73,26313,24,5,25.769599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.19130000000000003,0.1027,0.4718,0.23419999999999999,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
506,34,Vasudeva Dutta (2006),5.6,0.5599999999999999,10,5.04,6.159999999999999,0.0604994887058566,0.00604994887058566,165.29065309327083,1,0,0,0,1,0,0,27295,73,27221,24,5,26.110999999999997,1,0,1,0,0,0,0,1,0,0,1,1999,0.16289999999999993,9.69E-2,0.49940000000000001,0.24079999999999999,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.28489999999999999,0.71510000000000007,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,37.111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
507,34,Vasudeva Dutta (2006),3.42,0.26,13.153846153846153,3.16,3.6799999999999997,0.0793856210783795,0.006035164175549318,165.69557528382904,1,0,0,0,1,0,0,27356,73,27282,24,8,20.878999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.28200000000000003,0.1472,0.43049999999999999,0.14030000000000001,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
508,34,Vasudeva Dutta (2006),3.14,0.32,9.8125,2.8200000000000003,3.46,0.06038114535489105,0.0061534925202436745,162.50933867396668,1,0,0,0,1,0,0,26387,73,26313,24,8,22.769599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.19130000000000003,0.1027,0.4718,0.23419999999999999,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
509,34,Vasudeva Dutta (2006),3.53,0.36,9.805555555555555,3.17,3.8899999999999997,0.059327291198186465,0.006050375306330631,165.27900326343055,1,0,0,0,1,0,0,27295,73,27221,24,8,23.110999999999997,1,0,1,0,0,0,0,1,0,0,1,1999,0.16289999999999993,9.69E-2,0.49940000000000001,0.24079999999999999,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.28489999999999999,0.71510000000000007,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,37.111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
510,34,Vasudeva Dutta (2006),6,0.18,33.333333333333336,5.82,6.18,0.1978209368545675,0.005934628105637024,168.50255520647485,1,0,0,0,1,0,0,27356,73,27282,24,12,16.878999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.28200000000000003,0.1472,0.43049999999999999,0.14030000000000001,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
511,34,Vasudeva Dutta (2006),5.37,0.2,26.849999999999998,5.17,5.57,0.16330134352703748,0.006081986723539571,164.41995773019772,1,0,0,0,1,0,0,26387,73,26313,24,12,18.769599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.19130000000000003,0.1027,0.4718,0.23419999999999999,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
512,34,Vasudeva Dutta (2006),6.12,0.21,29.142857142857146,5.91,6.33,0.17394363957968195,0.005968654299302811,167.54195332050114,1,0,0,0,1,0,0,27295,73,27221,24,12,19.110999999999997,1,0,1,0,0,0,0,1,0,0,1,1999,0.16289999999999993,9.69E-2,0.49940000000000001,0.24079999999999999,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.28489999999999999,0.71510000000000007,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,37.111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
513,34,Vasudeva Dutta (2006),9.97,0.28,35.607142857142854,9.690000000000001,10.25,0.21073422283035778,0.005918313178786377,168.96706372085944,1,0,0,0,1,0,0,27356,73,27282,24,15.5,13.378999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.28200000000000003,0.1472,0.43049999999999999,0.14030000000000001,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
514,34,Vasudeva Dutta (2006),10.94,0.28,39.07142857142857,10.66,11.219999999999999,0.23416823266045317,0.005993336850541764,166.85195992439597,1,0,0,0,1,0,0,26387,73,26313,24,15.5,15.269599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.19130000000000003,0.1027,0.4718,0.23419999999999999,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
515,34,Vasudeva Dutta (2006),12.29,0.28,43.89285714285714,12.01,12.569999999999999,0.2570943771513161,0.0058573169733416195,170.7266320998668,1,0,0,0,1,0,0,27295,73,27221,24,15.5,15.610999999999997,1,0,1,0,0,0,0,1,0,0,1,1999,0.16289999999999993,9.69E-2,0.49940000000000001,0.24079999999999999,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.28489999999999999,0.71510000000000007,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,37.111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
516,34,Vasudeva Dutta (2006),5.17,0.24,21.541666666666668,4.93,5.41,0.12596594997664462,0.0058475489350860175,171.01182240645755,1,0,0,0,1,0,0,28855,73,28781,24,5,21.476599999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.75960000000000005,0.14369999999999999,9.5100000000000004E-2,1.6000000000000001E-3,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.79579999999999995,0.20420000000000005,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,32.4766,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
517,34,Vasudeva Dutta (2006),5.09,0.25,20.36,4.84,5.34,0.1245113704291685,0.006115489706737157,163.5192025420868,1,0,0,0,1,0,0,26398,73,26324,24,5,22.099899999999998,1,0,1,0,0,0,0,1,0,0,1,1993,0.69320000000000004,0.1447,0.1585,3.5999999999999999E-3,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.76400000000000001,0.23599999999999999,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,33.0999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
518,34,Vasudeva Dutta (2006),5.15,0.25,20.6,4.9,5.4,0.11862738625856023,0.0057586109834252535,173.65298730514255,1,0,0,0,1,0,0,29805,73,29731,24,5,22.0796,1,0,1,0,0,0,0,1,0,0,1,1999,0.61990000000000001,0.14649999999999999,0.22819999999999999,5.4000000000000003E-3,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.75,0.25,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,33.0796,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
519,34,Vasudeva Dutta (2006),0.82,0.26,3.1538461538461537,0.5599999999999999,1.08,0.018587138339873844,0.005893482888252683,169.67895198156467,1,0,0,0,1,0,0,28855,73,28781,24,8,20.878999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.75960000000000005,0.14369999999999999,9.5100000000000004E-2,1.6000000000000001E-3,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
520,34,Vasudeva Dutta (2006),0.72,0.24,3,0.48,0.96,0.01848719768335018,0.006162399227783393,162.27445886522005,1,0,0,0,1,0,0,26398,73,26324,24,8,22.769599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.69320000000000004,0.1447,0.1585,3.5999999999999999E-3,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
521,34,Vasudeva Dutta (2006),0.72,0.22,3.2727272727272725,0.5,0.94,0.018976968768129054,0.0057985182347061,172.45785207928822,1,0,0,0,1,0,0,29805,73,29731,24,8,23.110999999999997,1,0,1,0,0,0,0,1,0,0,1,1999,0.61990000000000001,0.14649999999999999,0.22819999999999999,5.4000000000000003E-3,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.28489999999999999,0.71510000000000007,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,37.111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
522,34,Vasudeva Dutta (2006),0.69,0.36,1.9166666666666665,0.32999999999999996,1.0499999999999998,0.011297073004638739,0.005894125045898473,169.66046566926283,1,0,0,0,1,0,0,28855,73,28781,24,12,16.878999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.75960000000000005,0.14369999999999999,9.5100000000000004E-2,1.6000000000000001E-3,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
523,34,Vasudeva Dutta (2006),0.47,0.26,1.8076923076923075,0.20999999999999996,0.73,0.011140934343436375,0.006163070062326506,162.25679570199608,1,0,0,0,1,0,0,26398,73,26324,24,12,18.769599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.69320000000000004,0.1447,0.1585,3.5999999999999999E-3,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
524,34,Vasudeva Dutta (2006),0.16,0.21,0.761904761904762,-0.04999999999999999,0.37,0.004418671235027477,0.005799505995973564,172.42847937294525,1,0,0,0,1,0,0,29805,73,29731,24,12,19.110999999999997,1,0,1,0,0,0,0,1,0,0,1,1999,0.61990000000000001,0.14649999999999999,0.22819999999999999,5.4000000000000003E-3,0.53514991000000001,0.46485008999999999,1,0,NA,NA,0,1,0.28489999999999999,0.71510000000000007,India,0,0,0,0,0,1,0,0,1,0,480,347,0.676,37.111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
525,34,Vasudeva Dutta (2006),2.18,1.84,1.184782608695652,0.3400000000000001,4.0200000000000005,0.0069835322069161185,0.005894357459048468,169.65377599637995,1,0,0,0,1,0,0,28855,73,28781,24,15.5,13.378999999999998,1,0,1,0,0,0,0,1,0,0,1,1983,0.75960000000000005,0.14369999999999999,9.5100000000000004E-2,1.6000000000000001E-3,0.54134831999999999,0.45865168000000001,1,0,NA,NA,0,1,0.30980000000000002,0.69019999999999992,India,0,0,0,0,0,1,0,0,1,0,329,27,0.673,34.879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
526,34,Vasudeva Dutta (2006),-2.11,1.15,-1.8347826086956522,-3.26,-0.96,-0.011307872575350824,0.006163058512631966,162.2570997744665,1,0,0,0,1,0,0,26398,73,26324,24,15.5,15.269599999999997,1,0,1,0,0,0,0,1,0,0,1,1993,0.69320000000000004,0.1447,0.1585,3.5999999999999999E-3,0.52929399999999993,0.47070600000000001,1,0,NA,NA,0,1,0.28499999999999998,0.71500000000000008,India,0,0,0,0,0,1,0,0,1,0,386,221,0.71,36.7696,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0.146,118,1,0,27,NA,NA,NA,NA,NA,X
