Study title,Link,Citation,
Schooling and citizenship: evidence from compulsory schooling reforms,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=961381,"Siedler, Thomas. ""Schooling and citizenship: evidence from compulsory schooling reforms."" (2007).", 
Local human capital externalities and wages at the firm level: The case of Italian Manufacturing,https://www.aiel.it/Old/bacheca/PESCARA/papers/Bratti.pdf,"Bratti, M., and M. Leombruni. ""Local human capital externalities and wages at the firm level: The case of Italian Manufacturing."" AIEL version (2010).", 
If at First You Don't Succeed,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ba70033fd5bc1bfe2f6f02426c14eb4ad4598ee0,"Drewes, Torben, and Tyler Meredith. ""If at First You Don’t Succeed.""", 
What we learn in school: Cognitive and non-cognitive skills in the educational production function,https://academiccommons.columbia.edu/doi/10.7916/D8FF40KP,"García García, María Emma. ""What we learn in school: Cognitive and non-cognitive skills in the educational production function."" PhD diss., Columbia University, 2013.", 
Skill Development in India and Its Labour Market Outcomes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4237546,"Jain, Neha. ""Skill Development in India and Its Labour Market Outcomes."" Available at SSRN 4237546 (2022).", 
The Effect of VET Completion on the Wages of Young People.,https://eric.ed.gov/?id=ED521740,"Herault, Nicolas, Rezida Zakirova, and Hielke Buddelmeyer. The Effect of VET Completion on the Wages of Young People. National Centre for Vocational Education Research Ltd. PO Box 8288, Stational Arcade, Adelaide, SA 5000, Australia, 2011.", 
Essays on schooling and child labour in Portugal,https://repub.eur.nl/pub/26111/FinalThesis-2.pdf,"GOULART, Pedro. Essays on schooling and child labour in Portugal. 2011.", 
Post-Secondary Schooling Quality and Manufacturing Capacity in Africa,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2539489,"Adeolu, Adewole Musiliu, and Oluyomi Ola-David. ""Post-Secondary Schooling Quality and Manufacturing Capacity in Africa."" Available at SSRN 2539489 (2014).", 
Cost-benefit analysis applied to labour market programmes,https://www.elgaronline.com/downloadpdf/9781847200693.pdf#page=175,"CAMPOLIETI, Michele; GUNDERSON, Morley. Cost-benefit analysis applied to labour market programmes. Handbook of Research on Cost-Benefit Analysis. US: Edward Elgar, 2009, 161-184.", 
State of knowledge review of the wider benefits of adult learning,https://www.srdc.org/media/199754/adult-learning-state-of-knowledge.pdf,"Myers, Karen, Marc Frenette, Arthur Sweetman, B. Dostle, and Christopher Langlois. State of knowledge review of the wider benefits of adult learning. Social Research and Demonstration Corporation, 2014.", 
"Three essays on migration, education, and household development in rural China",https://search.proquest.com/openview/a38cfd4426a81e6f2f397c907144ccb7/1?pq-origsite=gscholar&cbl=18750&diss=y,"De Brauw, Alan D. Three essays on migration, education, and household development in rural China. University of California, Davis, 2002.", 
The capability approach to understanding student outcomes: Expanding the concept of human capital,https://search.proquest.com/openview/f3937ad1eb63bd5b8ac0384afa9f38e7/1?pq-origsite=gscholar&cbl=18750,"Rafaj, Maria. The capability approach to understanding student outcomes: Expanding the concept of human capital. American University, 2011.", 
"The Impact of Student Performance on Large-Scale Assessments: A View of Long-Term Health, Career, and Societal Outcomes",https://scholarship.shu.edu/dissertations/2009/,"Usatin, Roman. ""The Impact of Student Performance on Large-Scale Assessments: A View of Long-Term Health, Career, and Societal Outcomes."" (2014).", 
Essays on educational achievement,https://search.proquest.com/openview/99f8b3f64922435f693f727feb3c53db/1?pq-origsite=gscholar&cbl=18750,"Ampaabeng, Samuel Kofi. Essays on educational achievement. Clark University, 2013.", 
THE BEST AND BRIGHTEST OR JUST MEDIOCRE?,https://research.cbs.dk/files/60749807/236274_THESIS2.0_FINAL_withoutCPR.pdf,"Smid, Sina. ""THE BEST AND BRIGHTEST OR JUST MEDIOCRE?."" (2017).", 
The impact of developmental education on community college persistence and vertical transfer,https://journals.sagepub.com/doi/pdf/10.1177/0091552113516488,"Crisp, Gloria, and Chryssa Delgado. ""The impact of developmental education on community college persistence and vertical transfer."" Community College Review 42, no. 2 (2014): 99-117.", 
Transfer of learning between higher education and the workplace,https://etheses.whiterose.ac.uk/17719/,"Oliveira, Gisela Maria Dias Ferreira. ""Transfer of learning between higher education and the workplace."" PhD diss., University of Leeds, 2017.", 
On interaction and efficiency: prematch investments with hidden characteristics,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/24/items/1.0066903,"Bidner, Christopher. ""On interaction and efficiency: prematch investments with hidden characteristics."" PhD diss., University of British Columbia, 2008.", 
Safer elections and women turnout: Evidence from India,https://www.isid.ac.in/~epu/acegd2017/papers/DivyaSingh.pdf,"Singh, Divya. Safer elections and women turnout: Evidence from India. Working Paper, 2017.", 
Investment efficiency and the distribution of wealth,,"Banerjee, Abhijit V. Investment efficiency and the distribution of wealth. World Bank, 2009.", 
Labor markets in developing countries: Usual trends in unusual economies,https://search.proquest.com/openview/ab5263764e9569aec01532dffa8e57f2/1?pq-origsite=gscholar&cbl=18750&diss=y,"Bassi, Marina. Labor markets in developing countries: Usual trends in unusual economies. University of California, Los Angeles, 2004.", 
Rethinking the role of human Capital in Growth Models,https://link.springer.com/article/10.1007/s11138-021-00561-w,"Zimmer, Stephen G. ""Rethinking the role of human Capital in Growth Models."" The Review of Austrian Economics (2021): 1-22.", 
Human capital and productivity in the Irish context,https://www.researchgate.net/profile/Eleanor-Doyle-2/publication/253066022_Human_Capital_and_Productivity_in_the_Irish_Context/links/0deec52979276c8775000000/Human-Capital-and-Productivity-in-the-Irish-Context.pdf,"Kavanagh, Catherine, and Eleanor Doyle. ""Human capital and productivity in the Irish context."" Dublin: Expert Group on Future Skills Need (2006).", 
Essays on Student Higher Education Participation and Attainment in the United Kingdom,https://kclpure.kcl.ac.uk/portal/files/181475635/2022_Nwosu_Chiamaka_1726476_ethesis.pdf,"Nwosu, Chiamaka. ""Essays on Student Higher Education Participation and Attainment in the United Kingdom."" PhD diss., King's College London, 2022.", 
Does what you export matter?: In search of empirical guidance for industrial policies,https://books.google.com/books?hl=en&lr=&id=On0t8es-s6sC&oi=fnd&pg=PR9&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=1aZg4vftyR&sig=9WhNsKPDgDDbhJVvvl6ZPkC0RyI,"Lederman, Daniel, and William Maloney. Does what you export matter?: In search of empirical guidance for industrial policies. World Bank Publications, 2012.", 
Essays on Language Skills and Labour Market Outcomes,https://scholar.archive.org/work/roik7a5f2nfavdbkky2s46z4vy/access/wayback/https://digikogu.taltech.ee/et/Download/c7767416-54c1-4f74-9eee-452aca12adbd/EssaysonLanguageSkillsandLabourMarketOutcom.pdf,"Ridala, Svetlana. ""Essays on Language Skills and Labour Market Outcomes.""", 
About the research,https://www.ncver.edu.au/__data/assets/file/0013/4063/2379.docx,"Hérault, Nicolas, Rezida Zakirova, and Hielke Buddelmeyer. ""About the research.""", 
Adoption and impacts of renewable energy: Evidence from a randomized controlled trial in rural Kenya,https://www.research-collection.ethz.ch/handle/20.500.11850/330108,"Rom, Adina. ""Adoption and impacts of renewable energy: Evidence from a randomized controlled trial in rural Kenya."" PhD diss., ETH Zurich, 2018.", 
"Leading locally, competing globally: Measuring the University of Wollongong's contribution to economic and social prosperity",https://ro.uow.edu.au/buspapers/172/,"Braithwaite, Brad, Guy West, Charles Harvie, and Nick Hartgerink. ""Leading locally, competing globally: Measuring the University of Wollongong's contribution to economic and social prosperity."" (2013).", 
National VET Research Report Austria,https://irihs.ihs.ac.at/id/eprint/5743/1/ihs-report-2009-lassnigg-vogtenhuber-et-al-national-vet-research-report-austria.pdf,"BRANDSTETTER, Genoveva, et al. National VET Research Report Austria. 2009.", 
State of the Nation: A review of evidence on the supply and demand of quantitative skills,https://www.mei.org.uk/app/uploads/2021/08/BA-NIESR_State_of_the_Nation_-_A_review_of_evidence_on_the_supply_and_demand_of_QS.pdf,"Mason, Geoff, Max Nathan, and Anna Rosso. ""State of the Nation: A review of evidence on the supply and demand of quantitative skills."" (2015).", 
"Four Essays in Labor Economics and Microeconometrics: Effects of Educational, Marital, and Fertility Decisions on Labor Market Outcomes",https://ynu.repo.nii.ac.jp/?action=repository_action_common_download&item_id=8215&item_no=1&attribute_id=20&file_no=1,"Zhang, Junchao. ""Four Essays in Labor Economics and Microeconometrics: Effects of Educational, Marital, and Fertility Decisions on Labor Market Outcomes."" PhD diss., Yokohama National University, 2017.", 
The impact of labor market conditions on choice of college major,https://search.proquest.com/openview/90c3ce7103f9554e68028eb624ddb50d/1?pq-origsite=gscholar&cbl=18750,"Lee, Uisok. The impact of labor market conditions on choice of college major. Columbia University, 2010.", 
Does Diversity Matter?: Evidence from the Relationship Between an Institution's Diversity and the Salaries of its Graduates,https://search.proquest.com/openview/a6b0ec197dba2cbab240c76e76614571/1?pq-origsite=gscholar&cbl=18750,"Lynch, Douglas. Does Diversity Matter?: Evidence from the Relationship Between an Institution's Diversity and the Salaries of its Graduates. Columbia University, 2013.", 
The role of education in wage determination in Poland,http://depotuw.ceon.pl/handle/item/3981,"Broniatowska, Paulina. ""The role of education in wage determination in Poland."" (2021).", 
The use of and training provision for healthcare assistants and support workers in the National Health Service in England,https://search.proquest.com/openview/ee2046d1f505248fd470b5f0c16b33fc/1?pq-origsite=gscholar&cbl=51922&diss=y,"Knibb, Wendy Jane. The use of and training provision for healthcare assistants and support workers in the National Health Service in England. University of Surrey (United Kingdom), 2005.", 
eport 4,https://www.academia.edu/download/30789756/NCVERReport4Theeconomicsofapprenticeshipstraineeships.pdf,"KARMEL, TOM, and JOHN RICE. ""eport 4."" (2011).", 
,https://link.springer.com/chapter/10.1007/978-3-531-19071-6_16,"Inwiefern zahlt sich Bildung aus? Bildungsrenditen aus individueller und gesellschaftlicher Sicht Rudin, Melania. ""Inwiefern zahlt sich Bildung aus? Bildungsrenditen aus individueller und gesellschaftlicher Sicht."" Bildung–Arbeit–Erwachsenwerden: Ein interdisziplinärer Blick auf die Transition im Jugend und jungen Erwachsenenalter (2012): 333-352.", 
Bildungsökonomie,https://link.springer.com/chapter/10.1007/978-3-531-92015-3_5,"Hummelsheim, Stefan, and Dieter Timmermann. Bildungsökonomie. VS Verlag für Sozialwissenschaften, 2010.", 
Do spillovers justify subsidies to commercial R&D?,https://www.academia.edu/download/78358395/Moen_2002.pdf,"Moen, Jarle. ""Do spillovers justify subsidies to commercial R&D?.""", 
Bildungsökonomie,https://link.springer.com/chapter/10.1007/978-3-531-19981-8_4,"Hummelsheim, Stefan, and Dieter Timmermann. ""Bildungsökonomie."" Handbuch Bildungsforschung (2018): 101-153.", 
Inntektseffekter av utdanning i Norge: en litteraturoversikt,https://www.frisch.uio.no/publikasjoner/pdf/arbnot99_02.pdf,"Raaum, Oddbj?rn. ""Inntektseffekter av utdanning i Norge: en litteraturoversikt."" Arbeidsnotat 2 (1999): 1999.", 
2. Grundlagen der bildungsökonomischen Forschung,None,"Hummelsheim, Stefan, and Dieter Timmermann. ""2. Grundlagen der bildungsökonomischen Forschung."" Handbuch Bildungsforschung (2010): 93.", 
Czy w Polsce op³aca siê studiowaæ? Wyniki modelu inwestycji w wy¿sze wykszta³cenie,http://coin.wne.uw.edu.pl/pstrawinski/publ/oplacal.pdf,"Strawiñski, Pawe³. ""Czy w Polsce op³aca siê studiowaæ? Wyniki modelu inwestycji w wy¿sze wykszta³cenie."" (2007).", 
Efekt zewnêtrzny wykszta³cenia,https://bibliotekanauki.pl/articles/575744.pdf,"Strawiñski, Pawe³. ""Efekt zewnêtrzny wykszta³cenia."" Gospodarka Narodowa. The Polish Journal of Economics 232, no. 5-6 (2009): 39-60.", 
ZEWNÊTRZNY ZWROT Z WYKSZTA£CENIA,http://coin.wne.uw.edu.pl/pstrawinski/publ/external_pl.pdf,"Strawiñski, Pawe³. ""ZEWNÊTRZNY ZWROT Z WYKSZTA£CENIA.""", 
OS RETORNOS SALARIAIS ? EDUCAÇ?O NAS ÁREAS STEM E N?O-STEM PARA ESTUDANTES GRADUADOS NA UNIVERSIDADE DE AVEIRO,https://core.ac.uk/download/pdf/157771861.pdf,"Augusto, André, and Oliveira Souta. ""OS RETORNOS SALARIAIS ? EDUCAÇ?O NAS ÁREAS STEM E N?O-STEM PARA ESTUDANTES GRADUADOS NA UNIVERSIDADE DE AVEIRO.""", 
